LocationCode,Month,Day,Hour,10min_interval,Sunlight(Lux),Sunshine,TotalSolar,UV,HPA,position,direction,height,答案
1,1,19,10,1,63300.10035026802,0.0,1.19,2,1016.7,1.0,181.0,54.8,8169.95
1,1,19,10,2,62671.12214558446,0.0,1.19,2,1016.7,1.0,181.0,54.8,8137.91
1,1,19,10,3,67472.58790573158,0.0,1.19,2,1016.7,1.0,181.0,54.8,9144.88
1,1,19,10,4,70885.84476893031,0.0,1.19,2,1016.7,1.0,181.0,54.8,10744.48
1,1,19,10,5,70495.61599843319,0.0,1.19,2,1016.7,1.0,181.0,54.8,10280.02
1,1,19,11,0,72635.35712811383,0.1,1.44,4,1015.9,1.0,181.0,54.8,10821.69
1,1,19,11,1,72151.82100741373,0.1,1.44,4,1015.9,1.0,181.0,54.8,10712.36
1,1,19,11,2,71246.56876132246,0.1,1.44,4,1015.9,1.0,181.0,54.8,10731.54
1,1,19,11,3,71278.67803097675,0.1,1.44,4,1015.9,1.0,181.0,54.8,10714.79
1,1,19,11,4,69962.84136575647,0.1,1.44,4,1015.9,1.0,181.0,54.8,9738.15
1,1,19,11,5,66901.03338698653,0.1,1.44,4,1015.9,1.0,181.0,54.8,8818.35
1,1,19,12,0,75913.03225280032,0.3,1.92,5,1014.8,1.0,181.0,54.8,11906.76
1,1,19,12,1,74117.41542438658,0.3,1.92,5,1014.8,1.0,181.0,54.8,11966.44
1,1,19,12,2,68857.71365479931,0.3,1.92,5,1014.8,1.0,181.0,54.8,10370.86
1,1,19,12,3,64713.32124450655,0.3,1.92,5,1014.8,1.0,181.0,54.8,9140.39
1,1,19,12,4,63996.760120139224,0.3,1.92,5,1014.8,1.0,181.0,54.8,8729.83
1,1,19,12,5,58796.015347580425,0.3,1.92,5,1014.8,1.0,181.0,54.8,7946.27
1,1,19,13,0,85789.3415375298,0.6,2.25,5,1014.1,1.0,181.0,54.8,14718.69
1,1,19,13,1,88194.57277159966,0.6,2.25,5,1014.1,1.0,181.0,54.8,15254.51
1,1,19,13,2,86529.56180307246,0.6,2.25,5,1014.1,1.0,181.0,54.8,14957.71
1,1,19,13,3,81321.55566178975,0.6,2.25,5,1014.1,1.0,181.0,54.8,13643.6
1,1,19,13,4,66814.87877348573,0.6,2.25,5,1014.1,1.0,181.0,54.8,9962.43
1,1,19,13,5,57805.65526801685,0.6,2.25,5,1014.1,1.0,181.0,54.8,7724.86
1,1,19,14,0,50385.80097072738,0.1,1.61,4,1013.6,1.0,181.0,54.8,5882.59
1,1,19,14,1,46226.255721548085,0.1,1.61,4,1013.6,1.0,181.0,54.8,5020.76
1,1,19,14,2,44495.28927352998,0.1,1.61,4,1013.6,1.0,181.0,54.8,4408.07
1,1,19,14,3,43817.97768771938,0.1,1.61,4,1013.6,1.0,181.0,54.8,4269.26
1,1,19,14,4,39580.302742364525,0.1,1.61,4,1013.6,1.0,181.0,54.8,3578.68
1,1,19,14,5,35039.039524682055,0.1,1.61,4,1013.6,1.0,181.0,54.8,2774.43
1,1,19,15,0,26767.850908578235,0.0,1.02,2,1013.4,1.0,181.0,54.8,1498.42
1,1,19,15,1,25568.049657541393,0.0,1.02,2,1013.4,1.0,181.0,54.8,1408.86
1,1,19,15,2,24304.77473074425,0.0,1.02,2,1013.4,1.0,181.0,54.8,1348.02
1,1,19,15,3,24331.677442926117,0.0,1.02,2,1013.4,1.0,181.0,54.8,1345.07
1,1,19,15,4,23458.18805363486,0.0,1.02,2,1013.4,1.0,181.0,54.8,1231.77
1,1,19,15,5,21813.727434456607,0.0,1.02,2,1013.4,1.0,181.0,54.8,1160.21
1,1,19,16,0,16979.398966502235,0.0,0.63,1,1013.5,1.0,181.0,54.8,734.0
1,1,19,16,1,13798.661604059602,0.0,0.63,1,1013.5,1.0,181.0,54.8,480.97
1,1,19,16,2,10995.82507660196,0.0,0.63,1,1013.5,1.0,181.0,54.8,299.99
1,1,19,16,3,9883.979171093564,0.0,0.63,1,1013.5,1.0,181.0,54.8,242.65
1,1,19,16,4,7478.43003584068,0.0,0.63,1,1013.5,1.0,181.0,54.8,136.7
1,1,19,16,5,5795.542234602467,0.0,0.63,1,1013.5,1.0,181.0,54.8,84.61
1,2,24,9,0,15390.03900014063,0.0,0.52,1,1021.3,1.0,181.0,54.8,566.11
1,2,24,9,1,15830.714082495282,0.0,0.52,1,1021.3,1.0,181.0,54.8,594.81
1,2,24,9,2,15267.242362999734,0.0,0.52,1,1021.3,1.0,181.0,54.8,566.72
1,2,24,9,3,15786.027760040708,0.0,0.52,1,1021.3,1.0,181.0,54.8,596.42
1,2,24,9,4,16088.82119002167,0.0,0.52,1,1021.3,1.0,181.0,54.8,626.58
1,2,24,9,5,18212.831593319755,0.0,0.52,1,1021.3,1.0,181.0,54.8,793.85
1,2,24,10,0,18372.193701519016,0.0,1.38,3,1021.0,1.0,181.0,54.8,794.14
1,2,24,10,1,18643.05537311956,0.0,1.38,3,1021.0,1.0,181.0,54.8,819.63
1,2,24,10,2,18177.929458093025,0.0,1.38,3,1021.0,1.0,181.0,54.8,772.18
1,2,24,10,3,17488.056465050726,0.0,1.38,3,1021.0,1.0,181.0,54.8,723.63
1,2,24,10,4,16951.621793209306,0.0,1.38,3,1021.0,1.0,181.0,54.8,681.13
1,2,24,10,5,15259.52035553039,0.0,1.38,3,1021.0,1.0,181.0,54.8,552.91
1,2,24,11,0,20911.329280912214,0.3,2.3,5,1020.4,1.0,181.0,54.8,1063.6
1,2,24,11,1,21160.689552266995,0.3,2.3,5,1020.4,1.0,181.0,54.8,1068.66
1,2,24,11,2,20214.660439905165,0.3,2.3,5,1020.4,1.0,181.0,54.8,993.58
1,2,24,11,3,19594.198325110046,0.3,2.3,5,1020.4,1.0,181.0,54.8,936.61
1,2,24,11,4,19216.253627829454,0.3,2.3,5,1020.4,1.0,181.0,54.8,858.21
1,2,24,11,5,17279.507946369136,0.3,2.3,5,1020.4,1.0,181.0,54.8,712.33
1,2,24,12,0,15021.747580193743,0.0,1.64,5,1019.7,1.0,181.0,54.8,510.67
1,2,24,12,1,14889.612262699513,0.0,1.64,5,1019.7,1.0,181.0,54.8,510.67
1,2,24,12,2,14383.646701842234,0.0,1.64,5,1019.7,1.0,181.0,54.8,477.03
1,2,24,12,3,13262.390708107798,0.0,1.64,5,1019.7,1.0,181.0,54.8,401.7
1,2,24,12,4,12522.766151621285,0.0,1.64,5,1019.7,1.0,181.0,54.8,355.76
1,2,24,12,5,12398.812945112675,0.0,1.64,5,1019.7,1.0,181.0,54.8,355.76
1,2,24,13,0,14651.66303647445,0.0,1.09,3,1018.9,1.0,181.0,54.8,489.65
1,2,24,13,1,13966.102247566952,0.0,1.09,3,1018.9,1.0,181.0,54.8,454.13
1,2,24,13,2,14399.193063645667,0.0,1.09,3,1018.9,1.0,181.0,54.8,484.29
1,2,24,13,3,14099.704822572847,0.0,1.09,3,1018.9,1.0,181.0,54.8,456.17
1,2,24,13,4,13501.364279718176,0.0,1.09,3,1018.9,1.0,181.0,54.8,425.66
1,2,24,13,5,11534.466222255774,0.0,1.09,3,1018.9,1.0,181.0,54.8,306.83
1,2,24,14,0,11007.034120195523,0.0,1.13,3,1018.5,1.0,181.0,54.8,280.78
1,2,24,14,1,9749.769523831375,0.0,1.13,3,1018.5,1.0,181.0,54.8,216.01
1,2,24,14,2,9226.905435876613,0.0,1.13,3,1018.5,1.0,181.0,54.8,197.87
1,2,24,14,3,7936.315284629222,0.0,1.13,3,1018.5,1.0,181.0,54.8,149.55
1,2,24,14,4,7282.168059792789,0.0,1.13,3,1018.5,1.0,181.0,54.8,125.42
1,2,24,14,5,6828.651886954767,0.0,1.13,3,1018.5,1.0,181.0,54.8,112.04
1,2,24,15,0,7682.538117866766,0.0,0.64,2,1018.5,1.0,181.0,54.8,132.39
1,2,24,15,1,7070.028114416536,0.0,0.64,2,1018.5,1.0,181.0,54.8,117.49
1,2,24,15,2,5550.317763607668,0.0,0.64,2,1018.5,1.0,181.0,54.8,71.57
1,2,24,15,3,4502.279114457099,0.0,0.64,2,1018.5,1.0,181.0,54.8,48.31
1,2,24,15,4,4562.86641216031,0.0,0.64,2,1018.5,1.0,181.0,54.8,50.7
1,2,24,15,5,4494.400392796075,0.0,0.64,2,1018.5,1.0,181.0,54.8,48.51
1,2,24,16,0,3246.284503771155,0.0,0.27,1,1018.6,1.0,181.0,54.8,25.27
1,2,24,16,1,2877.5136736566633,0.0,0.27,1,1018.6,1.0,181.0,54.8,21.11
1,2,24,16,2,2324.928756294093,0.0,0.27,1,1018.6,1.0,181.0,54.8,13.85
1,2,24,16,3,1892.7990309016295,0.0,0.27,1,1018.6,1.0,181.0,54.8,10.04
1,2,24,16,4,1583.7240305719713,0.0,0.27,1,1018.6,1.0,181.0,54.8,6.82
1,2,24,16,5,1489.3892192685912,0.0,0.27,1,1018.6,1.0,181.0,54.8,6.17
1,2,26,9,0,16052.416040228978,0.0,0.44,1,1022.7,1.0,181.0,54.8,551.82
1,2,26,9,1,17372.44235784388,0.0,0.44,1,1022.7,1.0,181.0,54.8,647.06
1,2,26,9,2,17659.999529029785,0.0,0.44,1,1022.7,1.0,181.0,54.8,673.44
1,2,26,9,3,18260.086194867075,0.0,0.44,1,1022.7,1.0,181.0,54.8,736.33
1,2,26,9,4,18850.22481892059,0.0,0.44,1,1022.7,1.0,181.0,54.8,779.78
1,2,26,9,5,21198.207357504172,0.0,0.44,1,1022.7,1.0,181.0,54.8,989.1
1,2,26,10,0,21808.260502053996,0.0,0.56,1,1022.4,1.0,181.0,54.8,1086.72
1,2,26,10,1,21028.91540062112,0.0,0.56,1,1022.4,1.0,181.0,54.8,1002.93
1,2,26,10,2,21001.400479754087,0.0,0.56,1,1022.4,1.0,181.0,54.8,1038.25
1,2,26,10,3,21902.658926132197,0.0,0.56,1,1022.4,1.0,181.0,54.8,1091.12
1,2,26,10,4,22383.09481856521,0.0,0.56,1,1022.4,1.0,181.0,54.8,1113.17
1,2,26,10,5,24172.626613868943,0.0,0.56,1,1022.4,1.0,181.0,54.8,1247.74
1,2,26,11,0,25472.03932174068,0.0,1.06,3,1021.8,1.0,181.0,54.8,1325.03
1,2,26,11,1,23040.004236859615,0.0,1.06,3,1021.8,1.0,181.0,54.8,1117.35
1,2,26,11,2,21136.03392792079,0.0,1.06,3,1021.8,1.0,181.0,54.8,987.85
1,2,26,11,3,18071.620114972615,0.0,1.06,3,1021.8,1.0,181.0,54.8,713.44
1,2,26,11,4,17904.149150011035,0.0,1.06,3,1021.8,1.0,181.0,54.8,705.27
1,2,26,11,5,17531.57477243607,0.0,1.06,3,1021.8,1.0,181.0,54.8,667.63
1,2,26,12,0,17166.626207386395,0.0,0.85,3,1021.1,1.0,181.0,54.8,649.96
1,2,26,12,1,16928.228046087614,0.0,0.85,3,1021.1,1.0,181.0,54.8,646.61
1,2,26,12,2,16747.23313625119,0.0,0.85,3,1021.1,1.0,181.0,54.8,614.29
1,2,26,12,3,14170.175309475066,0.0,0.85,3,1021.1,1.0,181.0,54.8,460.37
1,2,26,12,4,13551.34754789182,0.0,0.85,3,1021.1,1.0,181.0,54.8,415.0
1,2,26,12,5,13589.18435833892,0.0,0.85,3,1021.1,1.0,181.0,54.8,413.03
1,2,26,13,0,12484.964814536947,0.0,0.42,1,1020.0,1.0,181.0,54.8,339.59
1,2,26,13,1,12551.444948994953,0.0,0.42,1,1020.0,1.0,181.0,54.8,353.73
1,2,26,13,2,12614.495920684396,0.0,0.42,1,1020.0,1.0,181.0,54.8,354.11
1,2,26,13,3,12465.91398585863,0.0,0.42,1,1020.0,1.0,181.0,54.8,341.16
1,2,26,13,4,12638.020333859491,0.0,0.42,1,1020.0,1.0,181.0,54.8,355.44
1,2,26,13,5,11846.129071748057,0.0,0.42,1,1020.0,1.0,181.0,54.8,320.95
1,2,26,14,0,9007.72366198992,0.0,0.45,1,1019.5,1.0,181.0,54.8,186.21
1,2,26,14,1,8358.086748805144,0.0,0.45,1,1019.5,1.0,181.0,54.8,159.99
1,2,26,14,2,8248.295981144134,0.0,0.45,1,1019.5,1.0,181.0,54.8,210.17
1,2,26,14,3,7703.115291720614,0.0,0.45,1,1019.5,1.0,181.0,54.8,132.55
1,2,26,14,4,7880.403039662047,0.0,0.45,1,1019.5,1.0,181.0,54.8,143.76
1,2,26,14,5,7273.860303294722,0.0,0.45,1,1019.5,1.0,181.0,54.8,123.81
1,2,26,15,0,7671.590507669958,0.0,0.3,1,1019.2,1.0,181.0,54.8,134.22
1,2,26,15,1,7419.494508013548,0.0,0.3,1,1019.2,1.0,181.0,54.8,129.41
1,2,26,15,2,7021.717773742706,0.0,0.3,1,1019.2,1.0,181.0,54.8,118.79
1,2,26,15,3,6247.3525080427,0.0,0.3,1,1019.2,1.0,181.0,54.8,97.48
1,2,26,15,4,5756.211246459396,0.0,0.3,1,1019.2,1.0,181.0,54.8,78.26
1,2,26,15,5,5321.875555520867,0.0,0.3,1,1019.2,1.0,181.0,54.8,67.12
1,2,26,16,0,5213.549383286998,0.0,0.25,0,1019.1,1.0,181.0,54.8,66.85
1,2,26,16,1,4621.780490993872,0.0,0.25,0,1019.1,1.0,181.0,54.8,56.42
1,2,26,16,2,3866.5267257323308,0.0,0.25,0,1019.1,1.0,181.0,54.8,40.21
1,2,26,16,3,2920.737378360217,0.0,0.25,0,1019.1,1.0,181.0,54.8,22.34
1,2,26,16,4,2380.7042637545214,0.0,0.25,0,1019.1,1.0,181.0,54.8,15.78
1,2,26,16,5,2027.2462505235335,0.0,0.25,0,1019.1,1.0,181.0,54.8,11.65
1,3,27,9,0,23709.100266224545,0.0,0.65,0,1020.4,1.0,181.0,54.8,1286.65
1,3,27,9,1,25461.502885754468,0.0,0.65,0,1020.4,1.0,181.0,54.8,1463.57
1,3,27,9,2,26427.15036655422,0.0,0.65,0,1020.4,1.0,181.0,54.8,1555.45
1,3,27,9,3,27742.437188875097,0.0,0.65,0,1020.4,1.0,181.0,54.8,1775.99
1,3,27,9,4,29769.333303439034,0.0,0.65,0,1020.4,1.0,181.0,54.8,1922.54
1,3,27,9,5,33327.258412136194,0.0,0.65,0,1020.4,1.0,181.0,54.8,2524.5
1,3,27,10,0,51517.92739090627,0.0,1.12,0,1020.1,1.0,181.0,54.8,5848.02
1,3,27,10,1,54578.58691215546,0.0,1.12,0,1020.1,1.0,181.0,54.8,7141.99
1,3,27,10,2,58622.36766010169,0.0,1.12,0,1020.1,1.0,181.0,54.8,7642.24
1,3,27,10,3,56405.32384978782,0.0,1.12,0,1020.1,1.0,181.0,54.8,7068.19
1,3,27,10,4,59937.58067751242,0.0,1.12,0,1020.1,1.0,181.0,54.8,7986.13
1,3,27,10,5,64228.64660858171,0.0,1.12,0,1020.1,1.0,181.0,54.8,9096.71
1,3,27,11,0,53507.3676703836,0.0,2.22,5,1019.4,1.0,181.0,54.8,6585.44
1,3,27,11,1,51919.29870633889,0.0,2.22,5,1019.4,1.0,181.0,54.8,5956.37
1,3,27,11,2,49600.356050074726,0.0,2.22,5,1019.4,1.0,181.0,54.8,5590.0
1,3,27,11,3,43915.26895981514,0.0,2.22,5,1019.4,1.0,181.0,54.8,4403.25
1,3,27,11,4,40253.440400334475,0.0,2.22,5,1019.4,1.0,181.0,54.8,3856.81
1,3,27,11,5,34620.80130240407,0.0,2.22,5,1019.4,1.0,181.0,54.8,2803.41
1,3,27,12,0,37630.42343131296,0.0,2.5,8,1018.8,1.0,181.0,54.8,3216.57
1,3,27,12,1,31090.329874154366,0.0,2.5,8,1018.8,1.0,181.0,54.8,2189.18
1,3,27,12,2,26802.44355394599,0.0,2.5,8,1018.8,1.0,181.0,54.8,1675.51
1,3,27,12,3,23430.259320916106,0.0,2.5,8,1018.8,1.0,181.0,54.8,1278.62
1,3,27,12,4,21526.830110485807,0.0,2.5,8,1018.8,1.0,181.0,54.8,1131.47
1,3,27,12,5,21349.1069694521,0.0,2.5,8,1018.8,1.0,181.0,54.8,1143.24
1,3,27,13,0,22848.86179490714,0.1,2.12,7,1017.8,1.0,181.0,54.8,1155.41
1,3,27,13,1,19726.910038388654,0.1,2.12,7,1017.8,1.0,181.0,54.8,941.02
1,3,27,13,2,16424.237396279805,0.1,2.12,7,1017.8,1.0,181.0,54.8,632.47
1,3,27,13,3,12086.413123528202,0.1,2.12,7,1017.8,1.0,181.0,54.8,358.55
1,3,27,13,4,10491.956283537815,0.1,2.12,7,1017.8,1.0,181.0,54.8,269.78
1,3,27,13,5,10984.454492453573,0.1,2.12,7,1017.8,1.0,181.0,54.8,297.35
1,3,27,14,0,10489.094945049725,0.0,0.64,2,1016.9,1.0,181.0,54.8,262.99
1,3,27,14,1,9441.953298496532,0.0,0.64,2,1016.9,1.0,181.0,54.8,212.78
1,3,27,14,2,9342.945925490792,0.0,0.64,2,1016.9,1.0,181.0,54.8,215.34
1,3,27,14,3,8661.617226604065,0.0,0.64,2,1016.9,1.0,181.0,54.8,182.72
1,3,27,14,4,8935.621797757523,0.0,0.64,2,1016.9,1.0,181.0,54.8,198.82
1,3,27,14,5,9100.297800180808,0.0,0.64,2,1016.9,1.0,181.0,54.8,198.04
1,3,27,15,0,7625.410598091516,0.0,0.35,1,1016.2,1.0,181.0,54.8,128.51
1,3,27,15,1,7604.044164176331,0.0,0.35,1,1016.2,1.0,181.0,54.8,127.78
1,3,27,15,2,8181.139667515069,0.0,0.35,1,1016.2,1.0,181.0,54.8,153.95
1,3,27,15,3,7330.62902031604,0.0,0.35,1,1016.2,1.0,181.0,54.8,120.62
1,3,27,15,4,7223.0182376289295,0.0,0.35,1,1016.2,1.0,181.0,54.8,118.16
1,3,27,15,5,6631.999556495856,0.0,0.35,1,1016.2,1.0,181.0,54.8,101.3
1,3,27,16,0,6179.31039860977,0.0,0.29,1,1016.0,1.0,181.0,54.8,93.86
1,3,27,16,1,5923.589929158256,0.0,0.29,1,1016.0,1.0,181.0,54.8,86.48
1,3,27,16,2,5700.333050682503,0.0,0.29,1,1016.0,1.0,181.0,54.8,80.44
1,3,27,16,3,5242.85759823137,0.0,0.29,1,1016.0,1.0,181.0,54.8,69.38
1,3,27,16,4,4328.173572582767,0.0,0.29,1,1016.0,1.0,181.0,54.8,47.86
1,3,27,16,5,3818.025910784684,0.0,0.29,1,1016.0,1.0,181.0,54.8,39.79
1,3,29,9,0,7978.361003501977,0.0,0.51,1,1012.6,1.0,181.0,54.8,155.25
1,3,29,9,1,7879.855058689859,0.0,0.51,1,1012.6,1.0,181.0,54.8,150.8
1,3,29,9,2,7473.838072992627,0.0,0.51,1,1012.6,1.0,181.0,54.8,135.07
1,3,29,9,3,7153.27375711923,0.0,0.51,1,1012.6,1.0,181.0,54.8,126.09
1,3,29,9,4,7176.4139233927735,0.0,0.51,1,1012.6,1.0,181.0,54.8,125.77
1,3,29,9,5,6210.703972887137,0.0,0.51,1,1012.6,1.0,181.0,54.8,506.69
1,3,29,10,0,7030.537885256005,0.0,0.16,0,1012.8,1.0,181.0,54.8,118.83
1,3,29,10,1,6613.0428247865975,0.0,0.16,0,1012.8,1.0,181.0,54.8,101.51
1,3,29,10,2,6834.465797605655,0.0,0.16,0,1012.8,1.0,181.0,54.8,108.97
1,3,29,10,3,6973.979974582178,0.0,0.16,0,1012.8,1.0,181.0,54.8,116.72
1,3,29,10,4,7120.993507068097,0.0,0.16,0,1012.8,1.0,181.0,54.8,118.24
1,3,29,10,5,6962.854072665305,0.0,0.16,0,1012.8,1.0,181.0,54.8,116.51
1,3,29,11,0,7111.799847927969,0.0,0.34,1,1013.3,1.0,181.0,54.8,124.37
1,3,29,11,1,6698.507763866614,0.0,0.34,1,1013.3,1.0,181.0,54.8,109.96
1,3,29,11,2,6642.086638395687,0.0,0.34,1,1013.3,1.0,181.0,54.8,107.47
1,3,29,11,3,6622.410060950406,0.0,0.34,1,1013.3,1.0,181.0,54.8,107.8
1,3,29,11,4,6909.697483752,0.0,0.34,1,1013.3,1.0,181.0,54.8,115.6
1,3,29,11,5,8369.833518412308,0.0,0.34,1,1013.3,1.0,181.0,54.8,168.82
1,3,29,12,0,10984.359013067591,0.0,0.25,1,1013.0,1.0,181.0,54.8,298.59
1,3,29,12,1,10462.162078199353,0.0,0.25,1,1013.0,1.0,181.0,54.8,275.36
1,3,29,12,2,10829.139233417647,0.0,0.25,1,1013.0,1.0,181.0,54.8,287.84
1,3,29,12,3,9603.411235463947,0.0,0.25,1,1013.0,1.0,181.0,54.8,224.96
1,3,29,12,4,9252.186136661167,0.0,0.25,1,1013.0,1.0,181.0,54.8,214.79
1,3,29,12,5,9074.287119579994,0.0,0.25,1,1013.0,1.0,181.0,54.8,204.53
1,3,29,13,0,8162.214272919334,0.0,0.39,1,1012.4,1.0,181.0,54.8,166.57
1,3,29,13,1,8033.1281581157045,0.0,0.39,1,1012.4,1.0,181.0,54.8,155.86
1,3,29,13,2,7833.444442022728,0.0,0.39,1,1012.4,1.0,181.0,54.8,151.23
1,3,29,13,3,7667.779130494405,0.0,0.39,1,1012.4,1.0,181.0,54.8,140.28
1,3,29,13,4,7764.0530604816195,0.0,0.39,1,1012.4,1.0,181.0,54.8,144.62
1,3,29,13,5,6951.95071051848,0.0,0.39,1,1012.4,1.0,181.0,54.8,123.75
1,3,29,14,0,9366.123913783582,0.0,0.35,1,1012.3,1.0,181.0,54.8,210.12
1,3,29,14,1,9233.250329612561,0.0,0.35,1,1012.3,1.0,181.0,54.8,199.9
1,3,29,14,2,9047.412381347762,0.0,0.35,1,1012.3,1.0,181.0,54.8,190.56
1,3,29,14,3,8436.138172338642,0.0,0.35,1,1012.3,1.0,181.0,54.8,163.07
1,3,29,14,4,8739.438738440142,0.0,0.35,1,1012.3,1.0,181.0,54.8,177.83
1,3,29,14,5,7687.826876913682,0.0,0.35,1,1012.3,1.0,181.0,54.8,133.91
1,3,29,15,0,8451.012067030671,0.0,0.32,1,1012.1,1.0,181.0,54.8,174.02
1,3,29,15,1,8323.778529782421,0.0,0.32,1,1012.1,1.0,181.0,54.8,172.04
1,3,29,15,2,7839.903314646794,0.0,0.32,1,1012.1,1.0,181.0,54.8,153.73
1,3,29,15,3,6787.234616790056,0.0,0.32,1,1012.1,1.0,181.0,54.8,118.16
